,,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,window,urgptr,payload,payload_raw,payload_hex
8567,552738,4,5,0,178,14019,PA,0,64,6,20971,172.17.0.2,23.193.141.114,3,1649273088.235309,54944,443,514950355,2043860861,8,0,501,0,126,"b'\x16\x03\x03\x00F\x10\x00\x00BA\x04\xca\x04t,\xe6\x91At\xc5\x19$/6\xf3\xb2\xc9\x8a\x1d\xf3\xb8\xa9 \x92\x9cZ]\xb5m\xa0\x87\xa9\x88\x97\x0fNOC&q\x93\x02D\x10\x05\x95G\x1b\x85m\xfb\xde""\xf3G\xc8\xf3R\xaa\xd0\xdd\xd6\x9c,\xb8\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\xd6\xf6\x80v\x1d.\xb6a\xac\xb0_\xef\xc0\x142\x84R\xfa\x8a\xccM\x03Gw\xd7|\x9f\x05p\x9e\xa3\xe2\x18\x8e\xc2\x1d2\xe5\x1a\xc2'",b'1603030046100000424104ca04742ce6914174c519242f36f3b2c98a1df3b8a920929c5a5db56da087a988970f4e4f432671930244100595471b856dfbde22f347c8f352aad0ddd69c2cb81403030001011603030028d6f680761d2eb661acb05fefc014328452fa8acc4d034777d77c9f05709ea3e2188ec21d32e51ac2'
8568,552742,4,5,0,52,14020,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.256275,54944,443,514950481,2043860912,8,0,501,0,0,b'',b''
8569,552743,4,5,0,229,14021,PA,0,64,6,21022,172.17.0.2,23.193.141.114,3,1649273088.256663,54944,443,514950481,2043860912,8,0,501,0,177,"b'\x17\x03\x03\x00\xac\xd6\xf6\x80v\x1d.\xb6b\x8cE\x00\x04\xc9\xbb\x8cV\xfc8\xf5V^\x93\xe1\xc81\x0f\xa1\xf8s\x17\xab~y,""\xd4\xb4\x98x\x1a\x8c\xc2(\x9c\x0b\x18$\xb9\xb4\x15\xbfUgV\x82\xe6\xacC,\xa9\xa4\x95L8\xdfeo\x87g=.=\xe4\x18\xb6\xe5\xebPQ\xdc\x0c\xfb\x81\x0c\xfa\xcd\xfa\x89\x94\t\xbbI\xd1\xe7\xde_W\xd9K\x92\xb8\x907}\x1f\xf87\x10J-\x02 /\xa8\xcch2zJ\x81\x13\xec\x15\x00\xd3*\x93\'\xc5\xdc\xf5\xd0\xa0\x8eM\xf0\xd5\xc02\xe6B`U\x8c\x0f\x92F0z\xa3\x84\x04\xe5\xe0\xe6y\xc8\xeb\xa5\x8avPg\xeb\x0f\x86\xe0S\xbce\x03\xf5'",b'17030300acd6f680761d2eb6628c450004c9bb8c56fc38f5565e93e1c8310fa1f87317ab7e792c22d4b498781a8cc2289c0b1824b9b415bf55675682e6ac432ca9a4954c38df656f87673d2e3de418b6e5eb5051dc0cfb810cfacdfa899409bb49d1e7de5f57d94b92b890377d1ff837104a2d02202fa8cc68327a4a8113ec1500d32a9327c5dcf5d0a08e4df0d5c032e64260558c0f9246307aa38404e5e0e679c8eba58a765067eb0f86e053bc6503f5'
8570,552745,4,5,0,52,14022,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273093.262124,54944,443,514950658,2043860912,8,0,501,0,0,b'',b''
8571,552796,4,5,0,52,14023,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273093.483432,54944,443,514950658,2043860912,8,0,501,0,0,b'',b''
8572,556700,4,5,0,40,22566,RA,0,107,6,31245,202.130.245.42,172.17.0.2,,1649273142.746020,443,34128,0,3172820409,5,0,8224,0,0,b'',b''
8572,190814,4,5,0,60,27406,S,0,64,6,27631,172.17.0.2,202.130.245.42,5,1649265255.501079,36764,80,236470248,0,10,0,64240,0,0,b'',b''
8573,190818,4,5,0,40,27407,A,0,64,6,27611,172.17.0.2,202.130.245.42,,1649265255.713193,36764,80,236470249,3517647207,5,0,64240,0,0,b'',b''
8574,190819,4,5,0,183,27408,PA,0,64,6,27754,172.17.0.2,202.130.245.42,0,1649265255.713248,36764,80,236470249,3517647207,5,0,64240,0,143,"b'GET / HTTP/1.1\r\nHost: china.com.cn\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a206368696e612e636f6d2e636e0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
8575,190822,4,5,0,40,27409,A,0,64,6,27611,172.17.0.2,202.130.245.42,,1649265255.972488,36764,80,236470392,3517647669,5,0,63784,0,0,b'',b''
8576,190904,4,5,0,40,27410,FA,0,64,6,27611,172.17.0.2,202.130.245.42,,1649265257.236481,36764,80,236470392,3517647669,5,0,63784,0,0,b'',b''
8577,190909,4,5,0,60,39364,S,0,64,6,27631,172.17.0.2,202.130.245.42,5,1649265257.239534,41380,443,4222701876,0,10,0,64240,0,0,b'',b''
8578,190917,4,5,0,40,0,A,0,64,6,36747,172.17.0.2,202.130.245.42,,1649265257.448121,36764,80,236470393,3517647670,5,0,63784,0,0,b'',b''
8579,556637,4,5,0,60,6302,S,0,64,6,27631,172.17.0.2,202.130.245.42,5,1649273141.214718,57744,80,3558802625,0,10,0,64240,0,0,b'',b''
8580,556647,4,5,0,40,6303,A,0,64,6,27611,172.17.0.2,202.130.245.42,,1649273141.428509,57744,80,3558802626,684966730,5,0,64240,0,0,b'',b''
8581,556648,4,5,0,183,6304,PA,0,64,6,27754,172.17.0.2,202.130.245.42,0,1649273141.428604,57744,80,3558802626,684966730,5,0,64240,0,143,"b'GET / HTTP/1.1\r\nHost: china.org.cn\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a206368696e612e6f72672e636e0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
8582,556651,4,5,0,40,6305,A,0,64,6,27611,172.17.0.2,202.130.245.42,,1649273141.656155,57744,80,3558802769,684967193,5,0,63784,0,0,b'',b''
8583,556684,4,5,0,40,6306,FA,0,64,6,27611,172.17.0.2,202.130.245.42,,1649273142.526224,57744,80,3558802769,684967193,5,0,63784,0,0,b'',b''
8584,556690,4,5,0,60,16458,S,0,64,6,27631,172.17.0.2,202.130.245.42,5,1649273142.530147,34128,443,3172820408,0,10,0,64240,0,0,b'',b''
8585,556699,4,5,0,40,0,A,0,64,6,41386,172.17.0.2,202.130.245.42,,1649273142.738180,57744,80,3558802770,684967194,5,0,63784,0,0,b'',b''
8586,559111,4,5,0,40,0,R,0,51,6,3664,104.26.3.123,172.17.0.2,,1649273207.909921,443,42250,1411944186,0,5,0,0,0,0,b'',b''
8586,558875,4,5,0,60,57374,S,0,64,6,6103,172.17.0.2,104.26.3.123,5,1649273204.849188,37190,80,2343633983,0,10,0,64240,0,0,b'',b''
8587,558880,4,5,0,60,57375,S,0,64,6,6103,172.17.0.2,104.26.3.123,5,1649273205.867506,37190,80,2343633983,0,10,0,64240,0,0,b'',b''
8588,558882,4,5,0,40,57376,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273205.897721,37190,80,2343633984,2838794838,5,0,502,0,0,b'',b''
8589,558883,4,5,0,186,57377,PA,0,64,6,6229,172.17.0.2,104.26.3.123,0,1649273205.897814,37190,80,2343633984,2838794838,5,0,502,0,146,"b'GET / HTTP/1.1\r\nHost: bestjavporn.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a20626573746a6176706f726e2e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
8590,558886,4,5,0,40,57378,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273205.931338,37190,80,2343634130,2838796298,5,0,501,0,0,b'',b''
8591,558888,4,5,0,40,57379,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273205.931342,37190,80,2343634130,2838797758,5,0,496,0,0,b'',b''
8592,558890,4,5,0,40,57380,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273205.931343,37190,80,2343634130,2838799218,5,0,489,0,0,b'',b''
8593,558892,4,5,0,40,57381,FA,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273205.931759,37190,80,2343634130,2838800245,5,0,501,0,0,b'',b''
8594,558899,4,5,0,60,8158,S,0,64,6,6103,172.17.0.2,104.26.3.123,5,1649273205.934810,42250,443,1943031934,0,10,0,64240,0,0,b'',b''
8595,558903,4,5,0,40,8159,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273205.960515,42250,443,1943031935,1411941250,5,0,502,0,0,b'',b''
8596,558904,4,5,0,557,8160,PA,0,64,6,6600,172.17.0.2,104.26.3.123,0,1649273205.966632,42250,443,1943031935,1411941250,5,0,502,0,517,"b'\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\x8aMG\xf8\x9e\x85J\xf4j\x02\x8aB\x93&\xc3s/!\x8a\xf9\x83\xaa6\x99G\x80\x99\x9e""\xb8\xa4\xd2 \xe3\xc3\x99\xf38\xaf\xe6\xe0\xce\xa9\xa8\xaf</\xa2\xc7\x06\x12\xb1\xa6\x1a\x95\\\x05h\xf1\x0c\x05\xe1\x97\t\xa8\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0\'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x14\x00\x12\x00\x00\x0fbestjavporn.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 \x91\xd5\t>\xd3\x96$d\xa6K,\xec\x18\x02\xef\x17\x03Q\xe87\xa8\x82Lg[\xb0\xfc\xaf\xb9 \xed\x11\x00\x15\x00\xa7\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'",b'1603010200010001fc03038a4d47f89e854af46a028a429326c3732f218af983aa36994780999e22b8a4d220e3c399f338afe6e0cea9a8af3c2fa2c70612b1a61a955c0568f10c05e19709a80056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d00000014001200000f626573746a6176706f726e2e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d002091d5093ed3962464a64b2cec1802ef170351e837a8824c675bb0fcafb920ed11001500a70000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
8597,558907,4,5,0,40,8161,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.025906,42250,443,1943032452,1411942710,5,0,501,0,0,b'',b''
8598,558909,4,5,0,40,8162,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.025916,42250,443,1943032452,1411943902,5,0,496,0,0,b'',b''
8599,558911,4,5,0,40,8163,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.025917,42250,443,1943032452,1411944186,5,0,494,0,0,b'',b''
8600,558912,4,5,0,47,8164,PA,0,64,6,6090,172.17.0.2,104.26.3.123,0,1649273206.026262,42250,443,1943032452,1411944186,5,0,501,0,7,b'\x15\x03\x03\x00\x02\x020',b'15030300020230'
8601,558913,4,5,0,40,8165,FA,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.026374,42250,443,1943032459,1411944186,5,0,501,0,0,b'',b''
8602,558921,4,5,0,40,8166,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.050798,42250,443,1943032460,1411944186,5,0,501,0,0,b'',b''
8603,558923,4,5,0,52,8167,A,0,64,6,6095,172.17.0.2,104.26.3.123,3,1649273206.051357,42250,443,1943032460,1411944186,8,0,501,0,0,b'',b''
8604,558925,4,5,0,52,8168,A,0,64,6,6095,172.17.0.2,104.26.3.123,3,1649273206.052000,42250,443,1943032460,1411944186,8,0,501,0,0,b'',b''
8605,558932,4,5,0,52,8169,A,0,64,6,6095,172.17.0.2,104.26.3.123,3,1649273206.102911,42250,443,1943032460,1411944186,8,0,501,0,0,b'',b''
8606,558945,4,5,0,40,8170,FA,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.251440,42250,443,1943032459,1411944186,5,0,501,0,0,b'',b''
8607,558965,4,5,0,52,8171,A,0,64,6,6095,172.17.0.2,104.26.3.123,3,1649273206.329317,42250,443,1943032460,1411944186,8,0,501,0,0,b'',b''
8608,558978,4,5,0,40,8172,FA,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.479532,42250,443,1943032459,1411944186,5,0,501,0,0,b'',b''
8609,559018,4,5,0,52,8173,A,0,64,6,6095,172.17.0.2,104.26.3.123,3,1649273206.787139,42250,443,1943032460,1411944186,8,0,501,0,0,b'',b''
8610,559020,4,5,0,40,8174,A,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.812135,42250,443,1943032460,1411944186,5,0,501,0,0,b'',b''
8611,559053,4,5,0,40,8175,FA,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273206.955446,42250,443,1943032459,1411944186,5,0,501,0,0,b'',b''
8612,559110,4,5,0,40,8176,FA,0,64,6,6083,172.17.0.2,104.26.3.123,,1649273207.883444,42250,443,1943032459,1411944186,5,0,501,0,0,b'',b''
8613,562757,4,5,0,40,42248,RA,0,39,6,34465,121.4.16.170,172.17.0.2,,1649273255.602954,443,36280,0,3202589974,5,0,0,0,0,b'',b''
8613,562689,4,5,0,60,25354,S,0,64,6,13808,172.17.0.2,121.4.16.170,5,1649273254.275846,33820,80,1015114689,0,10,0,64240,0,0,b'',b''
8614,562693,4,5,0,52,25355,A,0,64,6,13800,172.17.0.2,121.4.16.170,3,1649273254.451664,33820,80,1015114690,2020408736,8,0,502,0,0,b'',b''
8615,562694,4,5,0,190,25356,PA,0,64,6,13938,172.17.0.2,121.4.16.170,3,1649273254.451760,33820,80,1015114690,2020408736,8,0,502,0,138,"b'GET / HTTP/1.1\r\nHost: sdo.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a2073646f2e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
8616,562698,4,5,0,52,25357,A,0,64,6,13800,172.17.0.2,121.4.16.170,3,1649273254.652483,33820,80,1015114828,2020409099,8,0,501,0,0,b'',b''
8617,562740,4,5,0,52,25358,FA,0,64,6,13800,172.17.0.2,121.4.16.170,3,1649273255.415662,33820,80,1015114828,2020409099,8,0,501,0,0,b'',b''
8618,562746,4,5,0,60,17467,S,0,64,6,13808,172.17.0.2,121.4.16.170,5,1649273255.418333,36280,443,3202589973,0,10,0,64240,0,0,b'',b''
8619,562756,4,5,0,52,25359,A,0,64,6,13800,172.17.0.2,121.4.16.170,3,1649273255.590837,33820,80,1015114829,2020409100,8,0,501,0,0,b'',b''
8620,566242,4,5,0,40,0,R,0,42,6,13570,114.80.187.8,172.17.0.2,,1649273312.958471,80,44554,3625196291,0,5,0,0,0,0,b'',b''
8620,409661,4,5,0,60,5596,S,0,64,6,55706,172.17.0.2,114.80.187.8,5,1649270309.334013,48216,443,1512427146,0,10,0,64240,0,0,b'',b''
8621,409665,4,5,0,40,5597,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270309.521455,48216,443,1512427147,2931179587,5,0,502,0,0,b'',b''
8622,409666,4,5,0,557,5598,PA,0,64,6,56203,172.17.0.2,114.80.187.8,0,1649270309.527469,48216,443,1512427147,2931179587,5,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03{(\xf1\x10\r\xdd\xbd\r2Bg\xaa\xefU\xbdP#h\x1eua?P$j\x1cv\xd5\xd9\x9a\x15\xab )\xfdnB\xf2\xe3IC\x99\xbe\xf4Yl3\xb0\x83\x11\x7f\x8bn\x19\x0e\x95wz\xf2z\xeb\xd5\xf3)\xd0\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x15\x00\x13\x00\x00\x10www.speedtest.cn\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 \x8bsB\xb7\xab\xb43\xdb\xa2(\xb4q\xcdH%\x1dl\x1dXf%Ea\xfcWJ\xed4'Apc\x00\x15\x00\xa6\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc03037b28f1100dddbd0d324267aaef55bd5023681e75613f50246a1c76d5d99a15ab2029fd6e42f2e3494399bef4596c33b083117f8b6e190e95777af27aebd5f329d00056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000001500130000107777772e7370656564746573742e636e000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d00208b7342b7abb433dba228b471cd48251d6c1d5866254561fc574aed3427417063001500a600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
8623,409669,4,5,0,40,5599,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270311.718125,48216,443,1512427664,2931182773,5,0,489,0,0,b'',b''
8624,409670,4,5,0,133,5600,PA,0,64,6,55779,172.17.0.2,114.80.187.8,0,1649270311.718691,48216,443,1512427664,2931182773,5,0,501,0,93,"b""\x16\x03\x03\x00%\x10\x00\x00! \xb0L\xe2iZ\x9e,\xd26\xc6\xa4t\xed\xc6.*\x01Vh\x81\x9d^v\xeanX\xba\xb9\x15b\x18a\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(UU\x845V\xd5!>T\xdd')J\xe6A\xf6\xb5\x83\xb3\xe8\xfd\xf0\x8e\x82^~m\x0c\xe5\xd4\x9bDzm\xa2\xc1}b\xed\xc6""",b'16030300251000002120b04ce2695a9e2cd236c6a474edc62e2a015668819d5e76ea6e58bab91562186114030300010116030300285555843556d5213e54dd27294ae641f6b583b3e8fdf08e825e7e6d0ce5d49b447a6da2c17d62edc6'
8625,409672,4,5,0,40,5601,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270311.905846,48216,443,1512427757,2931182824,5,0,501,0,0,b'',b''
8626,409673,4,5,0,216,5602,PA,0,64,6,55862,172.17.0.2,114.80.187.8,0,1649270311.906338,48216,443,1512427757,2931182824,5,0,501,0,176,"b'\x17\x03\x03\x00\xabUU\x845V\xd5!?\x96\x05\xffZ\x82\xf9t\xeb\xf1ld\x9c\xf6\x13k\xe7\xf5\xb1+!\xce\x9e\\A\\\xd7\xce\xc9D>\x86D\xcc\x8bj/5J\xbbUP>Q\xf5\x87\x14\xf6\xf1\x80\xea\xd6<!$\'\x07\xb3\xb4\x06\xa5\xfb&\x1c\xc5\xd2\xdb\x19\x17\xc1L\x0bd\xc9\xf3""b\x02\x9c\xb0\x19\xd6\x04\xf7\xc0\xb7\xd1@\x03\x15@&<\x8a.\x84\xacU\xbe\x98\xfb\xc4\xb0\x08\xbc\xf5#\x94\t\xf9PK\x96\x92\x01\x15\xe7\x12J\xaf\xd0\xa3\x8b-\xe3=\x90/\xd3,3\x1a\xcc\xaab\xe0\xcd\xfe\x02\x93\x14F\x89\xa1\xe1\xd3.\xb9\xcd?\xfb}\xd3T\xa1\xa2$>\xd0&\xb6_\x984'",b'17030300ab5555843556d5213f9605ff5a82f974ebf16c649cf6136be7f5b12b21ce9e5c415cd7cec9443e8644cc8b6a2f354abb55503e51f58714f6f180ead63c21242707b3b406a5fb261cc5d2db1917c14c0b64c9f32262029cb019d604f7c0b7d140031540263c8a2e84ac55be98fbc4b008bcf5239409f9504b96920115e7124aafd0a38b2de33d902fd32c331accaa62e0cdfe0293144689a1e1d32eb9cd3ffb7dd354a1a2243ed026b65f9834'
8627,409676,4,5,0,40,5603,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.227959,48216,443,1512427933,2931185744,5,0,496,0,0,b'',b''
8628,409678,4,5,0,52,5604,A,0,64,6,55698,172.17.0.2,114.80.187.8,3,1649270312.227967,48216,443,1512427933,2931185744,8,0,496,0,0,b'',b''
8629,409680,4,5,0,40,5605,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.227969,48216,443,1512427933,2931187215,5,0,486,0,0,b'',b''
8630,409682,4,5,0,40,5606,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.227972,48216,443,1512427933,2931195975,5,0,441,0,0,b'',b''
8631,409684,4,5,0,40,5607,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.414781,48216,443,1512427933,2931200355,5,0,489,0,0,b'',b''
8632,409686,4,5,0,52,5608,A,0,64,6,55698,172.17.0.2,114.80.187.8,3,1649270312.414790,48216,443,1512427933,2931200355,8,0,489,0,0,b'',b''
8633,409688,4,5,0,40,5609,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.414792,48216,443,1512427933,2931204735,5,0,466,0,0,b'',b''
8634,409690,4,5,0,40,5610,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.414794,48216,443,1512427933,2931210575,5,0,436,0,0,b'',b''
8635,409692,4,5,0,52,5611,A,0,64,6,55698,172.17.0.2,114.80.187.8,3,1649270312.414797,48216,443,1512427933,2931210575,8,0,436,0,0,b'',b''
8636,409694,4,5,0,40,5612,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.414799,48216,443,1512427933,2931212102,5,0,426,0,0,b'',b''
8637,409695,4,5,0,40,5613,FA,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.415834,48216,443,1512427933,2931212102,5,0,501,0,0,b'',b''
8638,409706,4,5,0,40,5614,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649270312.602589,48216,443,1512427934,2931212103,5,0,501,0,0,b'',b''
8639,409710,4,5,0,40,0,A,0,64,6,31901,172.17.0.2,114.80.187.8,,1649270313.071349,48216,443,1512427934,2931212103,5,0,501,0,0,b'',b''
8640,565907,4,5,0,60,49667,S,0,64,6,55706,172.17.0.2,114.80.187.8,5,1649273302.659209,44554,80,1438590272,0,10,0,64240,0,0,b'',b''
8641,565911,4,5,0,40,49668,A,0,64,6,55686,172.17.0.2,114.80.187.8,,1649273302.874205,44554,80,1438590273,3625195573,5,0,502,0,0,b'',b''
