,,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,window,urgptr,payload,payload_raw,payload_hex
8521,574389,4,5,0,52,40591,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273521.740505,34172,443,3910383946,2422611879,8,0,496,0,0,b'',b''
8522,574391,4,5,0,52,40592,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273521.740508,34172,443,3910383946,2422613079,8,0,489,0,0,b'',b''
8523,574393,4,5,0,52,40593,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273521.740509,34172,443,3910383946,2422614309,8,0,481,0,0,b'',b''
8524,574394,4,5,0,132,40594,PA,0,64,6,17121,172.17.0.2,173.222.232.120,3,1649273521.741139,34172,443,3910383946,2422614309,8,0,501,0,80,"b'\x14\x03\x03\x00\x01\x01\x17\x03\x03\x00E\xfc\x1b%\x19t\\\x87g\xfc5\xdbC\xcdo""\xe4\xf7\xec\x9f\xedfa\xbd\n\xe2J\xa3\xf4\x1aI)oyFY\xc0\xfb\xd2\xc0o\x17\xf6\xd0\xba\x8c\x81kS\xe8\xf8\xa6E\xed\x1fDg\xa7\x90\xcc\xc2\xf0=\xd33\xaf\xe6\x89\xd0\xe2'",b'1403030001011703030045fc1b2519745c8767fc35db43cd6f22e4f7ec9fed6661bd0ae24aa3f41a49296f794659c0fbd2c06f17f6d0ba8c816b53e8f8a645ed1f4467a790ccc2f03dd333afe689d0e2'
8525,574395,4,5,0,230,40595,PA,0,64,6,17219,172.17.0.2,173.222.232.120,3,1649273521.741519,34172,443,3910384026,2422614309,8,0,501,0,178,"b""\x17\x03\x03\x00\xad\x14\r\x04I\xa1C&\x9f\xba\xf1J\xee\x86\x06\xe3Ku\xb4\x87^\x83\x97\x9b?)th\xa4\x1c\xec\x0c](\xe0\x90\xdcK\xea\x11X\xbfn\\O\x89\xa4\xacju\xc7\x90\xd4\x03\xfa\xc3q\x8ap\xee\x01\x17\x0c\xbf\x9e\xa6\xa4\x80\x0e\x01\xdcY\x87\xdb\xc1@\x96d%Z\x1a\x9f\x1c\xd0\x9e&\x1df)\t\x8a\xa6\x0f\n2l '\x0b\xd2M\x0eF\xe1\xcc\xbcP\x18^\xfbv\xaet\xda+\x96\x97D\x07j8\x8a\xa6\x05[\x7f\xe1\xdc\xa6\xd3{@\xba\xec\x18x\x15$X\x08\xfdB\xee:\xfc5\xac=\xc6<|P~\xca\xdbt\xb0\xe5\xd6\xb1\x8ba\x96\xdc~?\xaa\x00\xf3\x9fvwV\x87""",b'17030300ad140d0449a143269fbaf14aee8606e34b75b4875e83979b3f297468a41cec0c5d28e090dc4bea1158bf6e5c4f89a4ac6a75c790d403fac3718a70ee01170cbf9ea6a4800e01dc5987dbc1409664255a1a9f1cd09e261d6629098aa60f0a326c20270bd24d0e46e1ccbc50185efb76ae74da2b969744076a388aa6055b7fe1dca6d37b40baec187815245808fd42ee3afc35ac3dc63c7c507ecadb74b0e5d6b18b6196dc7e3faa00f39f76775687'
8526,574399,4,5,0,52,40596,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273521.775028,34172,443,3910384204,2422614596,8,0,501,0,0,b'',b''
8527,574401,4,5,0,52,40597,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273521.775034,34172,443,3910384204,2422614883,8,0,501,0,0,b'',b''
8528,574404,4,5,0,52,40598,FA,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273526.747713,34172,443,3910384204,2422614883,8,0,501,0,0,b'',b''
8529,574420,4,5,0,52,40599,FA,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273526.983436,34172,443,3910384204,2422614883,8,0,501,0,0,b'',b''
8530,574438,4,5,0,60,48960,S,0,64,6,17049,172.17.0.2,173.222.232.120,5,1649273527.863297,34176,443,3042279052,0,10,0,64240,0,0,b'',b''
8531,574444,4,5,0,52,48961,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273527.883860,34176,443,3042279053,2442998675,8,0,502,0,0,b'',b''
8532,574445,4,5,0,569,48962,PA,0,64,6,17558,172.17.0.2,173.222.232.120,3,1649273527.890475,34176,443,3042279053,2442998675,8,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x039\xe7\x8e\x9d\xcb.xu\xd7P\x00#\xee\xbaiA=\x18\xde\xde\xa2)\x83\x95l\xbc?I\xea\xee\x17\xaf \xe1|\xda\x1f\x90u+\xdbZ\xaa<\x91\x94\xb4\x06}\xd4\x1d\xea\x9ab|\x17\xd8R\xaa(9\xc4\x02{\xbc\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x1e\x00\x1c\x00\x00\x19www.charlotteobserver.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 \x94\x7f\xe3\x1c\xcdw\x1e\xde\xc7\xbd'j\xd3\xf3\xb1\xec\xf8\x0c\xd5\xd51y\xdc\xae\x97\x06\xe67M\xf1\xfc\x1a\x00\x15\x00\x9d\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc030339e78e9dcb2e7875d7500023eeba69413d18dedea22983956cbc3f49eaee17af20e17cda1f90752bdb5aaa3c9194b4067dd41dea9a627c17d852aa2839c4027bbc0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000001e001c0000197777772e636861726c6f7474656f627365727665722e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d0020947fe31ccd771edec7bd276ad3f3b1ecf80cd5d53179dcae9706e6374df1fc1a0015009d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
8533,574448,4,5,0,52,48963,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273527.911819,34176,443,3042279570,2443001571,8,0,496,0,0,b'',b''
8534,574450,4,5,0,52,48964,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273527.911837,34176,443,3042279570,2443002771,8,0,489,0,0,b'',b''
8535,574452,4,5,0,52,48965,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273527.911838,34176,443,3042279570,2443004001,8,0,481,0,0,b'',b''
8536,574453,4,5,0,132,48966,PA,0,64,6,17121,172.17.0.2,173.222.232.120,3,1649273527.912616,34176,443,3042279570,2443004001,8,0,501,0,80,b'\x14\x03\x03\x00\x01\x01\x17\x03\x03\x00EJMs\xcf\xa3\xc2D\xe7\xd5\x18\x11Xv\x9e\xca\xae\x8dA\xcb\xc7\xf0\x89/2\\\xe6\xdfA/\x85fr\x1a\xb5\xc4\x19m:\xc0\xb2\x9a\x82\xdc\xab\x8c\x10\xf6\xcb\xb1\xfcM+\xcd\x1b\x00\xd8\xd2\xdc\xf1\x08]8\xaf\xfbM*\x97\x16\x1e',b'14030300010117030300454a4d73cfa3c244e7d5181158769ecaae8d41cbc7f0892f325ce6df412f8566721ab5c4196d3ac0b29a82dcab8c10f6cbb1fc4d2bcd1b00d8d2dcf1085d38affb4d2a97161e'
8537,574454,4,5,0,230,48967,PA,0,64,6,17219,172.17.0.2,173.222.232.120,3,1649273527.912979,34176,443,3042279650,2443004001,8,0,501,0,178,"b'\x17\x03\x03\x00\xad\xf28A\x9d\x93\xa4\x8a\xd9\xf6\xe2#P\x08\xfb\xe5\x15\xb14j\x7f\xa6s\xa5\xe7\xb5\x07w\xb7\xa3\xf2\x1b\x1f\xcc\xf8\xbbK%+\xab\xb4,@\xbaR\xa0\x97\xcdcSj\xe9Po\xa3=[\xae\x08\x14\x13\xae\xbe\xe8\xb6\xf8!JI\xe0\xcc\x07\xc0\xac\x18\xb6\xe7\x1dg\xbe\xa4\xc1\xe0G\xae6\xd3 ~t\xb5\x95\xb6\x0c`\xf7?\x15M\\\xee\xf4q\x9b7s\xc6&[\xc5T\xa0\x00\xb80\xbeA\x02\xd4zq\xa3\xf7Q""#nHF\xb8D\xf7\xe17%\x85\xe7\x16\x00\xdf\xa2\xb2Z\x18}\xbb^\xea\x91\xea?\x7f\xb5\xfaJ\x04\xe9S\xa2HU\xc4\xc8`\xa9\xc4\xe4\xab\x0cu\xd2\xb9\x06;'",b'17030300adf238419d93a48ad9f6e2235008fbe515b1346a7fa673a5e7b50777b7a3f21b1fccf8bb4b252babb42c40ba52a097cd63536ae9506fa33d5bae081413aebee8b6f8214a49e0cc07c0ac18b6e71d67bea4c1e047ae36d3207e74b595b60c60f73f154d5ceef4719b3773c6265bc554a000b830be4102d47a71a3f75122236e4846b844f7e1372585e71600dfa2b25a187dbb5eea91ea3f7fb5fa4a04e953a24855c4c860a9c4e4ab0c75d2b9063b'
8538,574457,4,5,0,52,48968,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273527.932861,34176,443,3042279828,2443004288,8,0,501,0,0,b'',b''
8539,574459,4,5,0,52,48969,A,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273527.932867,34176,443,3042279828,2443004575,8,0,501,0,0,b'',b''
8540,574463,4,5,0,52,48970,FA,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273532.919533,34176,443,3042279828,2443004575,8,0,501,0,0,b'',b''
8541,574479,4,5,0,52,48971,FA,0,64,6,17041,172.17.0.2,173.222.232.120,3,1649273533.143538,34176,443,3042279828,2443004575,8,0,501,0,0,b'',b''
8542,552705,4,5,0,40,0,R,0,49,6,31733,23.193.141.114,172.17.0.2,,1649273087.820132,80,33866,2046026774,0,5,0,0,0,0,b'',b''
8542,552680,4,5,0,60,27161,S,0,64,6,20853,172.17.0.2,23.193.141.114,5,1649273082.545106,33866,80,1788000679,0,10,0,64240,0,0,b'',b''
8543,552686,4,5,0,52,27162,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273082.565808,33866,80,1788000680,2046026774,8,0,502,0,0,b'',b''
8544,552687,4,5,0,200,27163,PA,0,64,6,20993,172.17.0.2,23.193.141.114,3,1649273082.565927,33866,80,1788000680,2046026774,8,0,502,0,148,"b'GET / HTTP/1.1\r\nHost: www.johnlewis.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a207777772e6a6f686e6c657769732e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
8545,552690,4,5,0,52,27164,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273087.571466,33866,80,1788000828,2046026774,8,0,502,0,0,b'',b''
8546,552704,4,5,0,52,27165,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273087.795536,33866,80,1788000828,2046026774,8,0,502,0,0,b'',b''
8547,552729,4,5,0,60,14014,S,0,64,6,20853,172.17.0.2,23.193.141.114,5,1649273088.120460,54944,443,514949837,0,10,0,64240,0,0,b'',b''
8548,552731,4,5,0,52,14015,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.141321,54944,443,514949838,2043857915,8,0,502,0,0,b'',b''
8549,552732,4,5,0,569,14016,PA,0,64,6,21362,172.17.0.2,23.193.141.114,3,1649273088.147691,54944,443,514949838,2043857915,8,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\x04\xe4\xf6\xdd\x18[5#\xc1\xb16\xe1\n\x11\xbc\xdcT\xfb\x1a,$\x147`\x88O\xf1\x990\xa7?\xbe ?WU\xbf\xf4\xeb\xe3\x90\x07\x1b\xf2F\xdc\xb2R+\x9a\xf6\xcec\x9b\xc10\xeb\xfb\x08y!S\xc7W\xed\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x16\x00\x14\x00\x00\x11www.johnlewis.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 1\x0b\xdf\xaa\xfd\xd2\xc5\x04;\x8f;N\x19\x98k\xabB\x81\xf7\xee\x8e\xe9\xb2\xf9\x05\x1cTNf0;g\x00\x15\x00\xa5\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc030304e4f6dd185b3523c1b136e10a11bcdc54fb1a2c24143760884ff19930a73fbe203f5755bff4ebe390071bf246dcb2522b9af6ce639bc130ebfb08792153c757ed0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000001600140000117777772e6a6f686e6c657769732e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d0020310bdfaafdd2c5043b8f3b4e19986bab4281f7ee8ee9b2f9051c544e66303b67001500a5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
8550,552735,4,5,0,52,14017,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.234034,54944,443,514950355,2043860811,8,0,496,0,0,b'',b''
8551,552737,4,5,0,52,14018,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.234037,54944,443,514950355,2043860861,8,0,496,0,0,b'',b''
8552,552738,4,5,0,178,14019,PA,0,64,6,20971,172.17.0.2,23.193.141.114,3,1649273088.235309,54944,443,514950355,2043860861,8,0,501,0,126,"b'\x16\x03\x03\x00F\x10\x00\x00BA\x04\xca\x04t,\xe6\x91At\xc5\x19$/6\xf3\xb2\xc9\x8a\x1d\xf3\xb8\xa9 \x92\x9cZ]\xb5m\xa0\x87\xa9\x88\x97\x0fNOC&q\x93\x02D\x10\x05\x95G\x1b\x85m\xfb\xde""\xf3G\xc8\xf3R\xaa\xd0\xdd\xd6\x9c,\xb8\x14\x03\x03\x00\x01\x01\x16\x03\x03\x00(\xd6\xf6\x80v\x1d.\xb6a\xac\xb0_\xef\xc0\x142\x84R\xfa\x8a\xccM\x03Gw\xd7|\x9f\x05p\x9e\xa3\xe2\x18\x8e\xc2\x1d2\xe5\x1a\xc2'",b'1603030046100000424104ca04742ce6914174c519242f36f3b2c98a1df3b8a920929c5a5db56da087a988970f4e4f432671930244100595471b856dfbde22f347c8f352aad0ddd69c2cb81403030001011603030028d6f680761d2eb661acb05fefc014328452fa8acc4d034777d77c9f05709ea3e2188ec21d32e51ac2'
8553,552742,4,5,0,52,14020,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.256275,54944,443,514950481,2043860912,8,0,501,0,0,b'',b''
8554,552743,4,5,0,229,14021,PA,0,64,6,21022,172.17.0.2,23.193.141.114,3,1649273088.256663,54944,443,514950481,2043860912,8,0,501,0,177,"b'\x17\x03\x03\x00\xac\xd6\xf6\x80v\x1d.\xb6b\x8cE\x00\x04\xc9\xbb\x8cV\xfc8\xf5V^\x93\xe1\xc81\x0f\xa1\xf8s\x17\xab~y,""\xd4\xb4\x98x\x1a\x8c\xc2(\x9c\x0b\x18$\xb9\xb4\x15\xbfUgV\x82\xe6\xacC,\xa9\xa4\x95L8\xdfeo\x87g=.=\xe4\x18\xb6\xe5\xebPQ\xdc\x0c\xfb\x81\x0c\xfa\xcd\xfa\x89\x94\t\xbbI\xd1\xe7\xde_W\xd9K\x92\xb8\x907}\x1f\xf87\x10J-\x02 /\xa8\xcch2zJ\x81\x13\xec\x15\x00\xd3*\x93\'\xc5\xdc\xf5\xd0\xa0\x8eM\xf0\xd5\xc02\xe6B`U\x8c\x0f\x92F0z\xa3\x84\x04\xe5\xe0\xe6y\xc8\xeb\xa5\x8avPg\xeb\x0f\x86\xe0S\xbce\x03\xf5'",b'17030300acd6f680761d2eb6628c450004c9bb8c56fc38f5565e93e1c8310fa1f87317ab7e792c22d4b498781a8cc2289c0b1824b9b415bf55675682e6ac432ca9a4954c38df656f87673d2e3de418b6e5eb5051dc0cfb810cfacdfa899409bb49d1e7de5f57d94b92b890377d1ff837104a2d02202fa8cc68327a4a8113ec1500d32a9327c5dcf5d0a08e4df0d5c032e64260558c0f9246307aa38404e5e0e679c8eba58a765067eb0f86e053bc6503f5'
8555,552745,4,5,0,52,14022,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273093.262124,54944,443,514950658,2043860912,8,0,501,0,0,b'',b''
8556,552796,4,5,0,52,14023,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273093.483432,54944,443,514950658,2043860912,8,0,501,0,0,b'',b''
8557,552797,4,5,0,40,0,R,0,49,6,13499,23.193.141.114,172.17.0.2,,1649273093.504075,443,54944,2043860912,0,5,0,0,0,0,b'',b''
8557,552680,4,5,0,60,27161,S,0,64,6,20853,172.17.0.2,23.193.141.114,5,1649273082.545106,33866,80,1788000679,0,10,0,64240,0,0,b'',b''
8558,552686,4,5,0,52,27162,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273082.565808,33866,80,1788000680,2046026774,8,0,502,0,0,b'',b''
8559,552687,4,5,0,200,27163,PA,0,64,6,20993,172.17.0.2,23.193.141.114,3,1649273082.565927,33866,80,1788000680,2046026774,8,0,502,0,148,"b'GET / HTTP/1.1\r\nHost: www.johnlewis.com\r\nUser-Agent: python-requests/2.27.1\r\nAccept-Encoding: gzip, deflate\r\nAccept: */*\r\nConnection: keep-alive\r\n\r\n'",b'474554202f20485454502f312e310d0a486f73743a207777772e6a6f686e6c657769732e636f6d0d0a557365722d4167656e743a20707974686f6e2d72657175657374732f322e32372e310d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174650d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a0d0a'
8560,552690,4,5,0,52,27164,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273087.571466,33866,80,1788000828,2046026774,8,0,502,0,0,b'',b''
8561,552704,4,5,0,52,27165,FA,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273087.795536,33866,80,1788000828,2046026774,8,0,502,0,0,b'',b''
8562,552729,4,5,0,60,14014,S,0,64,6,20853,172.17.0.2,23.193.141.114,5,1649273088.120460,54944,443,514949837,0,10,0,64240,0,0,b'',b''
8563,552731,4,5,0,52,14015,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.141321,54944,443,514949838,2043857915,8,0,502,0,0,b'',b''
8564,552732,4,5,0,569,14016,PA,0,64,6,21362,172.17.0.2,23.193.141.114,3,1649273088.147691,54944,443,514949838,2043857915,8,0,502,0,517,"b""\x16\x03\x01\x02\x00\x01\x00\x01\xfc\x03\x03\x04\xe4\xf6\xdd\x18[5#\xc1\xb16\xe1\n\x11\xbc\xdcT\xfb\x1a,$\x147`\x88O\xf1\x990\xa7?\xbe ?WU\xbf\xf4\xeb\xe3\x90\x07\x1b\xf2F\xdc\xb2R+\x9a\xf6\xcec\x9b\xc10\xeb\xfb\x08y!S\xc7W\xed\x00V\x13\x02\x13\x03\x13\x01\xc0,\xc00\xc0+\xc0/\xcc\xa9\xcc\xa8\x00\x9f\x00\x9e\xcc\xaa\xc0\xaf\xc0\xad\xc0\xae\xc0\xac\xc0$\xc0(\xc0#\xc0'\xc0\n\xc0\x14\xc0\t\xc0\x13\xc0\xa3\xc0\x9f\xc0\xa2\xc0\x9e\x00k\x00g\x009\x003\x00\x9d\x00\x9c\xc0\xa1\xc0\x9d\xc0\xa0\xc0\x9c\x00=\x00<\x005\x00/\x00\xff\x01\x00\x01]\x00\x00\x00\x16\x00\x14\x00\x00\x11www.johnlewis.com\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x0c\x00\n\x00\x1d\x00\x17\x00\x1e\x00\x19\x00\x18\x00\x10\x00\x0b\x00\t\x08http/1.1\x00\x16\x00\x00\x00\x17\x00\x00\x001\x00\x00\x00\r\x00*\x00(\x04\x03\x05\x03\x06\x03\x08\x07\x08\x08\x08\t\x08\n\x08\x0b\x08\x04\x08\x05\x08\x06\x04\x01\x05\x01\x06\x01\x03\x03\x03\x01\x03\x02\x04\x02\x05\x02\x06\x02\x00+\x00\x05\x04\x03\x04\x03\x03\x00-\x00\x02\x01\x01\x003\x00&\x00$\x00\x1d\x00 1\x0b\xdf\xaa\xfd\xd2\xc5\x04;\x8f;N\x19\x98k\xabB\x81\xf7\xee\x8e\xe9\xb2\xf9\x05\x1cTNf0;g\x00\x15\x00\xa5\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",b'1603010200010001fc030304e4f6dd185b3523c1b136e10a11bcdc54fb1a2c24143760884ff19930a73fbe203f5755bff4ebe390071bf246dcb2522b9af6ce639bc130ebfb08792153c757ed0056130213031301c02cc030c02bc02fcca9cca8009f009eccaac0afc0adc0aec0acc024c028c023c027c00ac014c009c013c0a3c09fc0a2c09e006b006700390033009d009cc0a1c09dc0a0c09c003d003c0035002f00ff0100015d0000001600140000117777772e6a6f686e6c657769732e636f6d000b000403000102000a000c000a001d0017001e001900180010000b000908687474702f312e31001600000017000000310000000d002a0028040305030603080708080809080a080b080408050806040105010601030303010302040205020602002b00050403040303002d00020101003300260024001d0020310bdfaafdd2c5043b8f3b4e19986bab4281f7ee8ee9b2f9051c544e66303b67001500a5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000'
8565,552735,4,5,0,52,14017,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.234034,54944,443,514950355,2043860811,8,0,496,0,0,b'',b''
8566,552737,4,5,0,52,14018,A,0,64,6,20845,172.17.0.2,23.193.141.114,3,1649273088.234037,54944,443,514950355,2043860861,8,0,496,0,0,b'',b''
